run_id,batch_id,condition,agent_id,domain,question,gold,answer,exact_match,llm_corrected
gaia_b03_n3_dacs_t01_71048e,gaia_b03_n3,dacs,a3,film,In what year was the film 'Schindler's List' released?,1993,1993,True,False
gaia_b03_n3_dacs_t01_b21e7d,gaia_b03_n3,dacs,a1,technology,Who invented the World Wide Web?,tim berners-lee,Tim Berners-Lee,True,False
gaia_b03_n3_dacs_t01_b21e7d,gaia_b03_n3,dacs,a2,music,Which composer wrote the Four Seasons violin concertos?,antonio vivaldi,Antonio Vivaldi,True,False
gaia_b03_n3_dacs_t01_b21e7d,gaia_b03_n3,dacs,a3,film,In what year was the film 'Schindler's List' released?,1993,1993,True,False
gaia_b03_n3_dacs_t02_2a8c95,gaia_b03_n3,dacs,a1,technology,Who invented the World Wide Web?,tim berners-lee,Tim Berners-Lee,True,False
gaia_b03_n3_dacs_t02_2a8c95,gaia_b03_n3,dacs,a2,music,Which composer wrote the Four Seasons violin concertos?,antonio vivaldi,Antonio Vivaldi,True,False
gaia_b03_n3_dacs_t02_2a8c95,gaia_b03_n3,dacs,a3,film,In what year was the film 'Schindler's List' released?,1993,1993,True,False
gaia_b03_n3_dacs_t02_cebb67,gaia_b03_n3,dacs,a1,technology,Who invented the World Wide Web?,tim berners-lee,Tim Berners-Lee,True,False
gaia_b03_n3_dacs_t02_cebb67,gaia_b03_n3,dacs,a2,music,Which composer wrote the Four Seasons violin concertos?,antonio vivaldi,Antonio Vivaldi,True,False
gaia_b03_n3_dacs_t02_cebb67,gaia_b03_n3,dacs,a3,film,In what year was the film 'Schindler's List' released?,1993,1993,True,False
gaia_b03_n3_dacs_t03_c2bd7a,gaia_b03_n3,dacs,a1,technology,Who invented the World Wide Web?,tim berners-lee,Tim Berners-Lee,True,False
gaia_b03_n3_dacs_t03_c2bd7a,gaia_b03_n3,dacs,a2,music,Which composer wrote the Four Seasons violin concertos?,antonio vivaldi,Antonio Vivaldi,True,False
gaia_b03_n3_dacs_t03_c2bd7a,gaia_b03_n3,dacs,a3,film,In what year was the film 'Schindler's List' released?,1993,1993,True,False
gaia_b03_n3_dacs_t03_d0aa0f,gaia_b03_n3,dacs,a1,technology,Who invented the World Wide Web?,tim berners-lee,Tim Berners-Lee,True,False
gaia_b03_n3_dacs_t03_d0aa0f,gaia_b03_n3,dacs,a2,music,Which composer wrote the Four Seasons violin concertos?,antonio vivaldi,Antonio Vivaldi,True,False
gaia_b03_n3_dacs_t03_d0aa0f,gaia_b03_n3,dacs,a3,film,In what year was the film 'Schindler's List' released?,1993,1994,False,False
gaia_b03_n3_dacs_t04_2cab93,gaia_b03_n3,dacs,a1,technology,Who invented the World Wide Web?,tim berners-lee,Tim Berners-Lee,True,False
gaia_b03_n3_dacs_t04_2cab93,gaia_b03_n3,dacs,a2,music,Which composer wrote the Four Seasons violin concertos?,antonio vivaldi,Antonio Vivaldi,True,False
gaia_b03_n3_dacs_t04_2cab93,gaia_b03_n3,dacs,a3,film,In what year was the film 'Schindler's List' released?,1993,1993,True,False
gaia_b03_n3_dacs_t04_d49b67,gaia_b03_n3,dacs,a1,technology,Who invented the World Wide Web?,tim berners-lee,Tim Berners-Lee,True,False
gaia_b03_n3_dacs_t04_d49b67,gaia_b03_n3,dacs,a2,music,Which composer wrote the Four Seasons violin concertos?,antonio vivaldi,Antonio Vivaldi,True,False
gaia_b03_n3_dacs_t04_d49b67,gaia_b03_n3,dacs,a3,film,In what year was the film 'Schindler's List' released?,1993,1993,True,False
gaia_b03_n3_dacs_t05_4157e3,gaia_b03_n3,dacs,a1,technology,Who invented the World Wide Web?,tim berners-lee,Tim Berners-Lee,True,False
gaia_b03_n3_dacs_t05_4157e3,gaia_b03_n3,dacs,a2,music,Which composer wrote the Four Seasons violin concertos?,antonio vivaldi,Antonio Vivaldi,True,False
gaia_b03_n3_dacs_t05_4157e3,gaia_b03_n3,dacs,a3,film,In what year was the film 'Schindler's List' released?,1993,1993,True,False
gaia_b03_n3_dacs_t05_bd165b,gaia_b03_n3,dacs,a1,technology,Who invented the World Wide Web?,tim berners-lee,Tim Berners-Lee (1989),True,False
gaia_b03_n3_dacs_t05_bd165b,gaia_b03_n3,dacs,a2,music,Which composer wrote the Four Seasons violin concertos?,antonio vivaldi,Antonio Vivaldi,True,False
gaia_b03_n3_dacs_t05_bd165b,gaia_b03_n3,dacs,a3,film,In what year was the film 'Schindler's List' released?,1993,1993,True,False
gaia_b04_n3_baseline_t01_5ba969,gaia_b04_n3,baseline,a1,history,"What treaty formally ended World War I, signed in 1919?",treaty of versailles,Treaty of Versailles,True,False
gaia_b04_n3_baseline_t01_5ba969,gaia_b04_n3,baseline,a2,geography,The Amazon River flows primarily through which country before reaching the Atlantic Ocean?,brazil,Brazil,True,False
gaia_b04_n3_baseline_t01_5ba969,gaia_b04_n3,baseline,a3,maths,What is the value of 7 factorial (7!)?,5040,"5,040",False,False
gaia_b04_n3_baseline_t01_799df7,gaia_b04_n3,baseline,a1,history,"What treaty formally ended World War I, signed in 1919?",treaty of versailles,Treaty of Versailles,True,False
gaia_b04_n3_baseline_t01_799df7,gaia_b04_n3,baseline,a2,geography,The Amazon River flows primarily through which country before reaching the Atlantic Ocean?,brazil,Brazil,True,False
gaia_b04_n3_baseline_t01_799df7,gaia_b04_n3,baseline,a3,maths,What is the value of 7 factorial (7!)?,5040,"5,040",False,False
gaia_b04_n3_baseline_t02_9ebb39,gaia_b04_n3,baseline,a1,history,"What treaty formally ended World War I, signed in 1919?",treaty of versailles,Treaty of Versailles,True,False
gaia_b04_n3_baseline_t02_9ebb39,gaia_b04_n3,baseline,a2,geography,The Amazon River flows primarily through which country before reaching the Atlantic Ocean?,brazil,Brazil,True,False
gaia_b04_n3_baseline_t02_9ebb39,gaia_b04_n3,baseline,a3,maths,What is the value of 7 factorial (7!)?,5040,"5,040",False,False
gaia_b04_n3_baseline_t02_cd867e,gaia_b04_n3,baseline,a1,history,"What treaty formally ended World War I, signed in 1919?",treaty of versailles,Treaty of Versailles,True,False
gaia_b04_n3_baseline_t02_cd867e,gaia_b04_n3,baseline,a2,geography,The Amazon River flows primarily through which country before reaching the Atlantic Ocean?,brazil,Brazil,True,False
gaia_b04_n3_baseline_t02_cd867e,gaia_b04_n3,baseline,a3,maths,What is the value of 7 factorial (7!)?,5040,"5,040",False,False
gaia_b04_n3_baseline_t03_148f4e,gaia_b04_n3,baseline,a1,history,"What treaty formally ended World War I, signed in 1919?",treaty of versailles,Treaty of Versailles,True,False
gaia_b04_n3_baseline_t03_148f4e,gaia_b04_n3,baseline,a2,geography,The Amazon River flows primarily through which country before reaching the Atlantic Ocean?,brazil,Brazil,True,False
gaia_b04_n3_baseline_t03_148f4e,gaia_b04_n3,baseline,a3,maths,What is the value of 7 factorial (7!)?,5040,"5,040",False,False
gaia_b04_n3_baseline_t03_e07c73,gaia_b04_n3,baseline,a1,history,"What treaty formally ended World War I, signed in 1919?",treaty of versailles,Treaty of Versailles,True,False
gaia_b04_n3_baseline_t03_e07c73,gaia_b04_n3,baseline,a2,geography,The Amazon River flows primarily through which country before reaching the Atlantic Ocean?,brazil,Brazil,True,False
gaia_b04_n3_baseline_t03_e07c73,gaia_b04_n3,baseline,a3,maths,What is the value of 7 factorial (7!)?,5040,"5,040",False,False
gaia_b04_n3_baseline_t04_890d27,gaia_b04_n3,baseline,a1,history,"What treaty formally ended World War I, signed in 1919?",treaty of versailles,Treaty of Versailles,True,False
gaia_b04_n3_baseline_t04_890d27,gaia_b04_n3,baseline,a2,geography,The Amazon River flows primarily through which country before reaching the Atlantic Ocean?,brazil,Brazil,True,False
gaia_b04_n3_baseline_t04_890d27,gaia_b04_n3,baseline,a3,maths,What is the value of 7 factorial (7!)?,5040,"5,040",False,False
gaia_b04_n3_baseline_t04_f121fc,gaia_b04_n3,baseline,a1,history,"What treaty formally ended World War I, signed in 1919?",treaty of versailles,Treaty of Versailles,True,False
gaia_b04_n3_baseline_t04_f121fc,gaia_b04_n3,baseline,a2,geography,The Amazon River flows primarily through which country before reaching the Atlantic Ocean?,brazil,Brazil,True,False
gaia_b04_n3_baseline_t04_f121fc,gaia_b04_n3,baseline,a3,maths,What is the value of 7 factorial (7!)?,5040,"5,040",False,False
gaia_b04_n3_baseline_t05_29ff3a,gaia_b04_n3,baseline,a1,history,"What treaty formally ended World War I, signed in 1919?",treaty of versailles,Treaty of Versailles,True,False
gaia_b04_n3_baseline_t05_29ff3a,gaia_b04_n3,baseline,a2,geography,The Amazon River flows primarily through which country before reaching the Atlantic Ocean?,brazil,Brazil,True,False
gaia_b04_n3_baseline_t05_29ff3a,gaia_b04_n3,baseline,a3,maths,What is the value of 7 factorial (7!)?,5040,"5,040",False,False
gaia_b04_n3_baseline_t05_5e9669,gaia_b04_n3,baseline,a1,history,"What treaty formally ended World War I, signed in 1919?",treaty of versailles,Treaty of Versailles,True,False
gaia_b04_n3_baseline_t05_5e9669,gaia_b04_n3,baseline,a2,geography,The Amazon River flows primarily through which country before reaching the Atlantic Ocean?,brazil,Brazil,True,False
gaia_b04_n3_baseline_t05_5e9669,gaia_b04_n3,baseline,a3,maths,What is the value of 7 factorial (7!)?,5040,"5,040",False,False
gaia_b04_n3_dacs_t01_2cc274,gaia_b04_n3,dacs,a1,history,"What treaty formally ended World War I, signed in 1919?",treaty of versailles,Treaty of Versailles,True,False
gaia_b04_n3_dacs_t01_2cc274,gaia_b04_n3,dacs,a2,geography,The Amazon River flows primarily through which country before reaching the Atlantic Ocean?,brazil,Brazil,True,False
gaia_b04_n3_dacs_t01_2cc274,gaia_b04_n3,dacs,a3,maths,What is the value of 7 factorial (7!)?,5040,"5,040",False,False
gaia_b04_n3_dacs_t01_d78c45,gaia_b04_n3,dacs,a1,history,"What treaty formally ended World War I, signed in 1919?",treaty of versailles,Treaty of Versailles,True,False
gaia_b04_n3_dacs_t01_d78c45,gaia_b04_n3,dacs,a2,geography,The Amazon River flows primarily through which country before reaching the Atlantic Ocean?,brazil,Brazil,True,False
gaia_b04_n3_dacs_t01_d78c45,gaia_b04_n3,dacs,a3,maths,What is the value of 7 factorial (7!)?,5040,"5,040",False,False
gaia_b04_n3_dacs_t02_5580c2,gaia_b04_n3,dacs,a1,history,"What treaty formally ended World War I, signed in 1919?",treaty of versailles,Treaty of Versailles,True,False
gaia_b04_n3_dacs_t02_5580c2,gaia_b04_n3,dacs,a2,geography,The Amazon River flows primarily through which country before reaching the Atlantic Ocean?,brazil,Brazil,True,False
gaia_b04_n3_dacs_t02_5580c2,gaia_b04_n3,dacs,a3,maths,What is the value of 7 factorial (7!)?,5040,"5,040",False,False
gaia_b04_n3_dacs_t02_94142a,gaia_b04_n3,dacs,a1,history,"What treaty formally ended World War I, signed in 1919?",treaty of versailles,Treaty of Versailles,True,False
gaia_b04_n3_dacs_t02_94142a,gaia_b04_n3,dacs,a2,geography,The Amazon River flows primarily through which country before reaching the Atlantic Ocean?,brazil,Brazil,True,False
gaia_b04_n3_dacs_t02_94142a,gaia_b04_n3,dacs,a3,maths,What is the value of 7 factorial (7!)?,5040,"5,040",False,False
gaia_b04_n3_dacs_t03_008bc2,gaia_b04_n3,dacs,a1,history,"What treaty formally ended World War I, signed in 1919?",treaty of versailles,Treaty of Versailles,True,False
gaia_b04_n3_dacs_t03_008bc2,gaia_b04_n3,dacs,a2,geography,The Amazon River flows primarily through which country before reaching the Atlantic Ocean?,brazil,Brazil,True,False
gaia_b04_n3_dacs_t03_008bc2,gaia_b04_n3,dacs,a3,maths,What is the value of 7 factorial (7!)?,5040,"5,040",False,False
gaia_b04_n3_dacs_t03_ac6274,gaia_b04_n3,dacs,a1,history,"What treaty formally ended World War I, signed in 1919?",treaty of versailles,Treaty of Versailles,True,False
gaia_b04_n3_dacs_t03_ac6274,gaia_b04_n3,dacs,a2,geography,The Amazon River flows primarily through which country before reaching the Atlantic Ocean?,brazil,Brazil,True,False
gaia_b04_n3_dacs_t03_ac6274,gaia_b04_n3,dacs,a3,maths,What is the value of 7 factorial (7!)?,5040,5040,True,False
gaia_b04_n3_dacs_t04_6eb7ea,gaia_b04_n3,dacs,a1,history,"What treaty formally ended World War I, signed in 1919?",treaty of versailles,Treaty of Versailles,True,False
gaia_b04_n3_dacs_t04_6eb7ea,gaia_b04_n3,dacs,a2,geography,The Amazon River flows primarily through which country before reaching the Atlantic Ocean?,brazil,Brazil,True,False
gaia_b04_n3_dacs_t04_6eb7ea,gaia_b04_n3,dacs,a3,maths,What is the value of 7 factorial (7!)?,5040,"5,040",False,False
gaia_b04_n3_dacs_t04_fe7977,gaia_b04_n3,dacs,a1,history,"What treaty formally ended World War I, signed in 1919?",treaty of versailles,Treaty of Versailles,True,False
gaia_b04_n3_dacs_t04_fe7977,gaia_b04_n3,dacs,a2,geography,The Amazon River flows primarily through which country before reaching the Atlantic Ocean?,brazil,Brazil,True,False
gaia_b04_n3_dacs_t04_fe7977,gaia_b04_n3,dacs,a3,maths,What is the value of 7 factorial (7!)?,5040,"5,040",False,False
gaia_b04_n3_dacs_t05_2b1bdd,gaia_b04_n3,dacs,a1,history,"What treaty formally ended World War I, signed in 1919?",treaty of versailles,Treaty of Versailles,True,False
gaia_b04_n3_dacs_t05_2b1bdd,gaia_b04_n3,dacs,a2,geography,The Amazon River flows primarily through which country before reaching the Atlantic Ocean?,brazil,Brazil,True,False
gaia_b04_n3_dacs_t05_2b1bdd,gaia_b04_n3,dacs,a3,maths,What is the value of 7 factorial (7!)?,5040,"5,040",False,False
gaia_b04_n3_dacs_t05_fd9866,gaia_b04_n3,dacs,a1,history,"What treaty formally ended World War I, signed in 1919?",treaty of versailles,Treaty of Versailles,True,False
gaia_b04_n3_dacs_t05_fd9866,gaia_b04_n3,dacs,a2,geography,The Amazon River flows primarily through which country before reaching the Atlantic Ocean?,brazil,Brazil,True,False
gaia_b04_n3_dacs_t05_fd9866,gaia_b04_n3,dacs,a3,maths,What is the value of 7 factorial (7!)?,5040,"5,040",False,False
gaia_b05_n3_baseline_t01_722b21,gaia_b05_n3,baseline,a1,science,"What is the speed of light in a vacuum, in metres per second? Give the exact SI value.",299792458,"299,792,458 m/s",False,False
gaia_b05_n3_baseline_t01_722b21,gaia_b05_n3,baseline,a2,literature,"In Shakespeare's 'Hamlet', what is the name of Hamlet's father's ghost?",king hamlet,King Hamlet,True,False
gaia_b05_n3_baseline_t01_722b21,gaia_b05_n3,baseline,a3,technology,What programming language was created by Guido van Rossum and first released in 1991?,python,Python,True,False
gaia_b05_n3_baseline_t01_97d5a3,gaia_b05_n3,baseline,a1,science,"What is the speed of light in a vacuum, in metres per second? Give the exact SI value.",299792458,"299,792,458 m/s",False,False
gaia_b05_n3_baseline_t01_97d5a3,gaia_b05_n3,baseline,a2,literature,"In Shakespeare's 'Hamlet', what is the name of Hamlet's father's ghost?",king hamlet,The Ghost (or King Hamlet),True,False
gaia_b05_n3_baseline_t01_97d5a3,gaia_b05_n3,baseline,a3,technology,What programming language was created by Guido van Rossum and first released in 1991?,python,Python,True,False
gaia_b05_n3_baseline_t02_1fce88,gaia_b05_n3,baseline,a1,science,"What is the speed of light in a vacuum, in metres per second? Give the exact SI value.",299792458,"299,792,458 metres per second",False,False
gaia_b05_n3_baseline_t02_1fce88,gaia_b05_n3,baseline,a2,literature,"In Shakespeare's 'Hamlet', what is the name of Hamlet's father's ghost?",king hamlet,"The ghost has no specific name; he is referred to as ""the Ghost"" or ""the King""",False,False
gaia_b05_n3_baseline_t02_1fce88,gaia_b05_n3,baseline,a3,technology,What programming language was created by Guido van Rossum and first released in 1991?,python,Python,True,False
gaia_b05_n3_baseline_t02_6c1041,gaia_b05_n3,baseline,a1,science,"What is the speed of light in a vacuum, in metres per second? Give the exact SI value.",299792458,"299,792,458 m/s",False,False
gaia_b05_n3_baseline_t02_6c1041,gaia_b05_n3,baseline,a2,literature,"In Shakespeare's 'Hamlet', what is the name of Hamlet's father's ghost?",king hamlet,The Ghost,False,False
gaia_b05_n3_baseline_t02_6c1041,gaia_b05_n3,baseline,a3,technology,What programming language was created by Guido van Rossum and first released in 1991?,python,Python,True,False
gaia_b05_n3_baseline_t03_231aca,gaia_b05_n3,baseline,a1,science,"What is the speed of light in a vacuum, in metres per second? Give the exact SI value.",299792458,"299,792,458 m/s",False,False
gaia_b05_n3_baseline_t03_231aca,gaia_b05_n3,baseline,a2,literature,"In Shakespeare's 'Hamlet', what is the name of Hamlet's father's ghost?",king hamlet,King Hamlet,True,False
gaia_b05_n3_baseline_t03_231aca,gaia_b05_n3,baseline,a3,technology,What programming language was created by Guido van Rossum and first released in 1991?,python,Python,True,False
gaia_b05_n3_baseline_t03_43a43f,gaia_b05_n3,baseline,a1,science,"What is the speed of light in a vacuum, in metres per second? Give the exact SI value.",299792458,"299,792,458 metres per second",False,False
gaia_b05_n3_baseline_t03_43a43f,gaia_b05_n3,baseline,a2,literature,"In Shakespeare's 'Hamlet', what is the name of Hamlet's father's ghost?",king hamlet,"King Hamlet (or ""the Ghost"" — no separate personal name is given)",True,False
gaia_b05_n3_baseline_t03_43a43f,gaia_b05_n3,baseline,a3,technology,What programming language was created by Guido van Rossum and first released in 1991?,python,Python,True,False
gaia_b05_n3_baseline_t04_492fcb,gaia_b05_n3,baseline,a1,science,"What is the speed of light in a vacuum, in metres per second? Give the exact SI value.",299792458,"299,792,458 m/s",False,False
gaia_b05_n3_baseline_t04_492fcb,gaia_b05_n3,baseline,a2,literature,"In Shakespeare's 'Hamlet', what is the name of Hamlet's father's ghost?",king hamlet,King Hamlet,True,False
gaia_b05_n3_baseline_t04_492fcb,gaia_b05_n3,baseline,a3,technology,What programming language was created by Guido van Rossum and first released in 1991?,python,Python,True,False
gaia_b05_n3_baseline_t04_6eaa9b,gaia_b05_n3,baseline,a1,science,"What is the speed of light in a vacuum, in metres per second? Give the exact SI value.",299792458,"299,792,458 m/s",False,False
gaia_b05_n3_baseline_t04_6eaa9b,gaia_b05_n3,baseline,a2,literature,"In Shakespeare's 'Hamlet', what is the name of Hamlet's father's ghost?",king hamlet,"King Hamlet (or ""the Ghost"")",True,False
gaia_b05_n3_baseline_t04_6eaa9b,gaia_b05_n3,baseline,a3,technology,What programming language was created by Guido van Rossum and first released in 1991?,python,Python,True,False
gaia_b05_n3_baseline_t05_14bab8,gaia_b05_n3,baseline,a1,science,"What is the speed of light in a vacuum, in metres per second? Give the exact SI value.",299792458,"299,792,458 m/s",False,False
gaia_b05_n3_baseline_t05_14bab8,gaia_b05_n3,baseline,a2,literature,"In Shakespeare's 'Hamlet', what is the name of Hamlet's father's ghost?",king hamlet,"The ghost has no proper name; he is called ""the Ghost"" or ""King Hamlet""",True,False
gaia_b05_n3_baseline_t05_14bab8,gaia_b05_n3,baseline,a3,technology,What programming language was created by Guido van Rossum and first released in 1991?,python,Python,True,False
gaia_b05_n3_baseline_t05_191a3b,gaia_b05_n3,baseline,a1,science,"What is the speed of light in a vacuum, in metres per second? Give the exact SI value.",299792458,"299,792,458 m/s",False,False
gaia_b05_n3_baseline_t05_191a3b,gaia_b05_n3,baseline,a2,literature,"In Shakespeare's 'Hamlet', what is the name of Hamlet's father's ghost?",king hamlet,The Ghost (or King Hamlet),True,False
gaia_b05_n3_baseline_t05_191a3b,gaia_b05_n3,baseline,a3,technology,What programming language was created by Guido van Rossum and first released in 1991?,python,Python,True,False
gaia_b05_n3_dacs_t01_7e1036,gaia_b05_n3,dacs,a1,science,"What is the speed of light in a vacuum, in metres per second? Give the exact SI value.",299792458,"299,792,458 metres per second",False,False
gaia_b05_n3_dacs_t01_7e1036,gaia_b05_n3,dacs,a2,literature,"In Shakespeare's 'Hamlet', what is the name of Hamlet's father's ghost?",king hamlet,"The ghost has no distinct name; he is simply called ""the Ghost"" or referred to as King Hamlet",True,False
gaia_b05_n3_dacs_t01_7e1036,gaia_b05_n3,dacs,a3,technology,What programming language was created by Guido van Rossum and first released in 1991?,python,Python,True,False
gaia_b05_n3_dacs_t01_7fc93e,gaia_b05_n3,dacs,a1,science,"What is the speed of light in a vacuum, in metres per second? Give the exact SI value.",299792458,"299,792,458 m/s",False,False
gaia_b05_n3_dacs_t01_7fc93e,gaia_b05_n3,dacs,a2,literature,"In Shakespeare's 'Hamlet', what is the name of Hamlet's father's ghost?",king hamlet,The Ghost (or King Hamlet),True,False
gaia_b05_n3_dacs_t01_7fc93e,gaia_b05_n3,dacs,a3,technology,What programming language was created by Guido van Rossum and first released in 1991?,python,Python,True,False
gaia_b05_n3_dacs_t02_59b020,gaia_b05_n3,dacs,a1,science,"What is the speed of light in a vacuum, in metres per second? Give the exact SI value.",299792458,"299,792,458 m/s",False,False
gaia_b05_n3_dacs_t02_59b020,gaia_b05_n3,dacs,a2,literature,"In Shakespeare's 'Hamlet', what is the name of Hamlet's father's ghost?",king hamlet,The Ghost,False,False
gaia_b05_n3_dacs_t02_59b020,gaia_b05_n3,dacs,a3,technology,What programming language was created by Guido van Rossum and first released in 1991?,python,Python,True,False
gaia_b05_n3_dacs_t02_f75de7,gaia_b05_n3,dacs,a1,science,"What is the speed of light in a vacuum, in metres per second? Give the exact SI value.",299792458,"299,792,458 m/s",False,False
gaia_b05_n3_dacs_t02_f75de7,gaia_b05_n3,dacs,a2,literature,"In Shakespeare's 'Hamlet', what is the name of Hamlet's father's ghost?",king hamlet,King Hamlet,True,False
gaia_b05_n3_dacs_t02_f75de7,gaia_b05_n3,dacs,a3,technology,What programming language was created by Guido van Rossum and first released in 1991?,python,Python,True,False
gaia_b05_n3_dacs_t03_141589,gaia_b05_n3,dacs,a1,science,"What is the speed of light in a vacuum, in metres per second? Give the exact SI value.",299792458,"299,792,458 m/s",False,False
gaia_b05_n3_dacs_t03_141589,gaia_b05_n3,dacs,a2,literature,"In Shakespeare's 'Hamlet', what is the name of Hamlet's father's ghost?",king hamlet,"The Ghost (or King Hamlet by title, but no distinct proper name is given)",True,False
gaia_b05_n3_dacs_t03_141589,gaia_b05_n3,dacs,a3,technology,What programming language was created by Guido van Rossum and first released in 1991?,python,Python,True,False
gaia_b05_n3_dacs_t03_8d508e,gaia_b05_n3,dacs,a1,science,"What is the speed of light in a vacuum, in metres per second? Give the exact SI value.",299792458,"299,792,458 m/s",False,False
gaia_b05_n3_dacs_t03_8d508e,gaia_b05_n3,dacs,a2,literature,"In Shakespeare's 'Hamlet', what is the name of Hamlet's father's ghost?",king hamlet,The Ghost (no specific proper name is given in the play),False,False
gaia_b05_n3_dacs_t03_8d508e,gaia_b05_n3,dacs,a3,technology,What programming language was created by Guido van Rossum and first released in 1991?,python,Python,True,False
gaia_b05_n3_dacs_t04_1d3db6,gaia_b05_n3,dacs,a1,science,"What is the speed of light in a vacuum, in metres per second? Give the exact SI value.",299792458,"299,792,458 metres per second",False,False
gaia_b05_n3_dacs_t04_1d3db6,gaia_b05_n3,dacs,a2,literature,"In Shakespeare's 'Hamlet', what is the name of Hamlet's father's ghost?",king hamlet,"The ghost has no specific name; it is called ""the Ghost"" or ""King Hamlet""",True,False
gaia_b05_n3_dacs_t04_1d3db6,gaia_b05_n3,dacs,a3,technology,What programming language was created by Guido van Rossum and first released in 1991?,python,Python,True,False
